GEOID10,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,POPULATION,MEDAGE,MEDHHINC,MEDHOUSING,PCPREWAR,MEDYRBUILT,DENSITY
36085002100,36,085,002100,1400000US36085002100,3627,31,53386,1453,59.7,NA,7534.469754280599
36005034500,36,005,034500,1400000US36005034500,3461,35,61938,1336,22.5,1959,32640.448564780592
36005037504,36,005,037504,1400000US36005037504,3690,28,15707,823,53.6,NA,39867.743983580775
36005038600,36,005,038600,1400000US36005038600,7477,32,54904,1361,30.3,1954,47314.0096751968
36005041400,36,005,041400,1400000US36005041400,4714,41,53750,1389,40.4,1946,23345.36070457492
36005044901,36,005,044901,1400000US36005044901,1465,40,67083,1198,41.3,1943,23994.260726594366
36047013100,36,047,013100,1400000US36047013100,4244,35,111950,1876,77.3,NA,70287.48966972536
36047014100,36,047,014100,1400000US36047014100,3928,31,78125,1957,56.8,NA,61477.45003414248
36047016500,36,047,016500,1400000US36047016500,5706,37,124714,2381,86.1,NA,79180.84636898448
36047017600,36,047,017600,1400000US36047017600,2322,37,55865,1103,31.7,1949,45002.48537819151
36047019800,36,047,019800,1400000US36047019800,1978,42,61875,1343,64.1,NA,38028.40265746205
36047022100,36,047,022100,1400000US36047022100,4255,33,37140,1243,73.7,NA,72463.05596286239
36047023400,36,047,023400,1400000US36047023400,5162,21,24978,1294,42.2,1948,78744.27540875465
36081002800,36,081,002800,1400000US36081002800,2971,32,57457,1407,56.7,NA,34192.81803033198
36081004200,36,081,004200,1400000US36081004200,4801,31,48839,1524,59.5,NA,62083.57201415968
36081006501,36,081,006501,1400000US36081006501,3550,32,59964,1506,59.7,NA,82756.15779951937
36081008700,36,081,008700,1400000US36081008700,5107,27,21767,583,10,1955,52202.909155491005
36081013600,36,081,013600,1400000US36081013600,2063,39,65483,1402,34.4,1945,35221.32367404517
36081014700,36,081,014700,1400000US36081014700,3367,37,66094,1487,44.7,1943,58942.139885096316
36047025800,36,047,025800,1400000US36047025800,4225,40,37917,1189,65.8,NA,64284.87093325187
36047028600,36,047,028600,1400000US36047028600,4692,39,43828,1115,23.8,1947,69598.37173047737
36047030700,36,047,030700,1400000US36047030700,4304,30,24706,593,31.6,1952,41756.63061368974
36047032100,36,047,032100,1400000US36047032100,5897,31,41094,1266,77.8,NA,95400.60111808614
36047034800,36,047,034800,1400000US36047034800,2185,35,46346,1458,41.8,1971,9505.189662933426
36047037000,36,047,037000,1400000US36047037000,4074,42,66836,1330,26.7,1950,31381.002706384093
36081018200,36,081,018200,1400000US36081018200,2416,36,62679,1686,49.9,NA,23998.201338472456
36081020800,36,081,020800,1400000US36081020800,2554,33,58235,1610,47.3,1941,12160.372802711934
36081023500,36,081,023500,1400000US36081023500,8855,33,48859,1370,53.6,NA,89749.6008014495
36061015300,36,061,015300,1400000US36061015300,9358,41,140083,2240,45.7,1960,139200.92182223345
36081012602,36,081,012602,1400000US36081012602,2666,39,58594,1546,77.5,NA,46349.75235947212
36081157903,36,081,157903,1400000US36081157903,3852,46,76330,1541,18,1954,14541.3537583426
36005023702,36,005,023702,1400000US36005023702,1216,32,32500,1172,59.6,NA,65760.99156435313
36061029900,36,061,029900,1400000US36061029900,4581,39,23661,617,11.9,1953,19259.245176559198
36047050100,36,047,050100,1400000US36047050100,2962,32,73919,1613,69.7,NA,44424.56268277288
36081038301,36,081,038301,1400000US36081038301,0,NA,NA,NA,NA,NA,0
36047055300,36,047,055300,1400000US36047055300,2899,33,80909,1915,54,NA,48047.1438206705
36047062800,36,047,062800,1400000US36047062800,5130,44,70260,1605,62.8,NA,17371.17491014778
36047074600,36,047,074600,1400000US36047074600,2278,33,82188,1718,49.6,NA,29202.101880815684
36047087800,36,047,087800,1400000US36047087800,2816,43,40208,1165,74.1,NA,48168.63835576631
36081088901,36,081,088901,1400000US36081088901,10346,44,42276,893,10.1,1959,40756.442297484136
36085008100,36,085,008100,1400000US36085008100,4074,43,35031,1217,42,1950,12859.459780411027
36047075800,36,047,075800,1400000US36047075800,1841,37,84044,1339,40.2,1948,23230.119693264085
36085002700,36,085,002700,1400000US36085002700,2218,36,26611,1345,66.2,NA,22945.515557721345
36047021400,36,047,021400,1400000US36047021400,2437,26,55184,1391,64.9,NA,37578.07136010478
36047087000,36,047,087000,1400000US36047087000,3187,40,33750,1282,71.4,NA,53007.94870214105
36061011203,36,061,011203,1400000US36061011203,1166,39,128083,2683,10.7,1964,38743.325695665
36061017500,36,061,017500,1400000US36061017500,10840,44,137344,1953,78.8,NA,129436.71155575023
36081029900,36,081,029900,1400000US36081029900,0,NA,NA,NA,NA,NA,0
36005007000,36,005,007000,1400000US36005007000,4568,31,34191,1326,45.4,1951,57743.2155829197
36081086500,36,081,086500,1400000US36081086500,4381,50,30350,1364,25.9,1971,71700.88927084189
36061018800,36,061,018800,1400000US36061018800,5452,30,29146,1064,26.5,1962,95067.82764656775
36047039500,36,047,039500,1400000US36047039500,3789,35,27870,1197,83.6,NA,61441.676258452295
36047043200,36,047,043200,1400000US36047043200,4790,38,48574,1194,58.5,NA,83363.29715963687
36047055500,36,047,055500,1400000US36047055500,5178,32,108190,2613,24.1,2004,51249.652681338586
36061018000,36,061,018000,1400000US36061018000,8275,30,31842,766,24,1956,100846.73916112214
36005028500,36,005,028500,1400000US36005028500,3233,36,54232,1297,30.8,1958,31758.684371420553
36061021800,36,061,021800,1400000US36061021800,7569,31,47155,1130,55,NA,107789.77820299225
36047009200,36,047,009200,1400000US36047009200,5407,31,38042,1254,56.8,NA,123692.24688871812
36081119300,36,081,119300,1400000US36081119300,2079,40,47578,1587,56.2,NA,25507.99668394175
36005038700,36,005,038700,1400000US36005038700,3297,23,19362,1178,57.6,NA,45344.52594016504
36081118100,36,081,118100,1400000US36081118100,1577,37,66484,1481,11.8,1952,20921.557566909974
36081144700,36,081,144700,1400000US36081144700,3176,43,76500,1675,11.8,1957,19927.762876682795
36085031902,36,085,031902,1400000US36085031902,4611,29,22656,1121,28.4,1970,17294.36667299023
36005004600,36,005,004600,1400000US36005004600,1869,30,40950,772,9.3,1966,35766.86546475543
36047030300,36,047,030300,1400000US36047030300,5018,28,19696,1174,27.5,1960,51252.306112469436
36047012000,36,047,012000,1400000US36047012000,1255,35,28750,1211,71.2,NA,16811.8408829949
36047029400,36,047,029400,1400000US36047029400,2489,49,53625,1209,43.2,1950,34166.208034767864
36081025900,36,081,025900,1400000US36081025900,3353,34,47529,1374,38.8,1947,46393.09017672073
36061017700,36,061,017700,1400000US36061017700,9522,43,77957,1086,35.5,1961,141279.35641981885
36081061601,36,081,061601,1400000US36081061601,2384,40,97679,1991,12.1,1952,16239.578638401958
36047086800,36,047,086800,1400000US36047086800,3118,39,47679,1219,47.1,1941,46256.93852137403
36081099705,36,081,099705,1400000US36081099705,2720,45,71310,2282,7.1,1981,16007.888002435915
36061004900,36,061,004900,1400000US36061004900,4388,35,97929,2113,80.9,NA,54817.99799344009
36061010900,36,061,010900,1400000US36061010900,186,33,135750,2353,42.9,NA,2741.1803051080856
36047020000,36,047,020000,1400000US36047020000,2216,41,58000,1654,71.9,NA,42558.93909148883
36081005800,36,081,005800,1400000US36081005800,5785,42,72639,1400,30.8,1954,25377.0298381319
36081012800,36,081,012800,1400000US36081012800,2245,32,63148,1478,74.2,NA,36511.91874411303
36047030400,36,047,030400,1400000US36047030400,3742,44,37837,1131,21.7,1961,20830.077407818157
36047036900,36,047,036900,1400000US36047036900,4839,30,31059,1140,39,1961,55275.52718580199
36005025000,36,005,025000,1400000US36005025000,2663,42,54726,1404,39,1947,37957.05245199743
36005040701,36,005,040701,1400000US36005040701,3193,35,30354,1163,75,NA,142003.05105001974
36081025500,36,081,025500,1400000US36081025500,1423,34,77396,1448,30.6,1955,16887.072555407405
36061015500,36,061,015500,1400000US36061015500,10151,43,106157,1816,4.9,1967,133193.0097168043
36047051602,36,047,051602,1400000US36047051602,3819,34,38813,1221,58.3,NA,108534.29205345975
36047040900,36,047,040900,1400000US36047040900,3738,31,37635,1323,74.5,NA,56185.79968661134
36047051700,36,047,051700,1400000US36047051700,1998,33,100814,2427,43.9,1952,27618.502852690173
36081046900,36,081,046900,1400000US36081046900,8205,37,45048,1219,22.3,1949,140376.20332265415
36047064000,36,047,064000,1400000US36047064000,2017,37,97241,1537,54.1,NA,34054.79658409387
36081065000,36,081,065000,1400000US36081065000,3070,36,79632,1786,45.6,1941,19878.306987302403
36047089800,36,047,089800,1400000US36047089800,1777,35,38988,1298,48,1952,29816.650206987695
36047012901,36,047,012901,1400000US36047012901,2577,31,82071,2211,78.2,NA,48757.745881699775
36047037500,36,047,037500,1400000US36047037500,3129,30,45573,1352,64,NA,51032.55911134621
36081074100,36,081,074100,1400000US36081074100,3021,44,69336,1294,6.4,1950,45438.122092010366
36047073400,36,047,073400,1400000US36047073400,2357,39,84167,2318,67.4,NA,40399.73340392442
36081087100,36,081,087100,1400000US36081087100,2316,36,31364,756,2.4,1982,14545.695778691705
36047120800,36,047,120800,1400000US36047120800,8566,37,32269,1155,26.4,1962,45936.9293465545
36047006900,36,047,006900,1400000US36047006900,3582,34,131284,2240,70.2,NA,51804.966529299425
36047015700,36,047,015700,1400000US36047015700,4289,35,102500,1854,85.5,NA,66347.6750125427
36081013200,36,081,013200,1400000US36081013200,2329,32,63646,1446,59.7,NA,31358.94930233525
36047033900,36,047,033900,1400000US36047033900,4495,34,34231,945,60,NA,64413.303492882005
36081028300,36,081,028300,1400000US36081028300,7318,42,57158,1294,49.6,1940,106651.27976816813
36061008603,36,061,008603,1400000US36061008603,4272,60,142304,1985,30.7,1955,94835.25101568527
36081001200,36,081,001200,1400000US36081001200,4998,36,63862,1632,73.9,NA,56985.961357123044
36005028600,36,005,028600,1400000US36005028600,1288,42,61563,1545,47.2,1944,16678.021698047178
36061023100,36,061,023100,1400000US36061023100,6890,32,45262,1271,67,NA,97687.7788847893
36047079601,36,047,079601,1400000US36047079601,4728,35,46450,1207,75.3,NA,110920.05601500013
36047050700,36,047,050700,1400000US36047050700,2417,16,30625,1505,30.4,1998,35888.53342047481
36047056800,36,047,056800,1400000US36047056800,1382,49,79583,1314,67.3,NA,30380.70410891467
36005009800,36,005,009800,1400000US36005009800,5041,37,57438,1516,26.2,1958,25231.6736071118
36047073800,36,047,073800,1400000US36047073800,3583,34,55714,1427,66.1,NA,51389.846017532494
36047029800,36,047,029800,1400000US36047029800,3871,36,55938,1331,60.5,NA,45401.34833149932
36047037401,36,047,037401,1400000US36047037401,4174,41,51857,1210,24,1955,47936.15633133943
36061011202,36,061,011202,1400000US36061011202,287,50,192857,2586,58.9,1952,9528.850323043791
36047080000,36,047,080000,1400000US36047080000,3797,38,55833,1402,78,NA,56622.76058706004
36005019300,36,005,019300,1400000US36005019300,5737,27,23267,826,33.6,1949,61579.233535713545
36047107000,36,047,107000,1400000US36047107000,1141,34,77768,1286,3.4,2007,854.6467910722936
36005023100,36,005,023100,1400000US36005023100,1594,37,24250,1123,66.4,NA,35242.74495275006
36005042200,36,005,042200,1400000US36005042200,3563,37,51701,1406,31.5,1952,52824.825516763696
36047013300,36,047,013300,1400000US36047013300,4674,35,144293,2300,76.1,NA,81518.66931535814
36047031900,36,047,031900,1400000US36047031900,3782,30,40744,1157,43.2,1947,64722.318796912994
36047049300,36,047,049300,1400000US36047049300,7398,32,30613,718,44.9,1946,84035.34623346549
36047081400,36,047,081400,1400000US36047081400,2801,35,48415,1435,70.5,NA,42630.22781388461
36047117800,36,047,117800,1400000US36047117800,1665,36,36061,1221,57.7,NA,30671.34681858917
36005000100,36,005,000100,1400000US36005000100,7703,30,NA,NA,NA,NA,11895.1577703448
36005022901,36,005,022901,1400000US36005022901,5568,28,24115,1063,66.4,NA,118309.1168811991
36005035000,36,005,035000,1400000US36005035000,1781,40,52344,1625,27.7,1953,24071.726321062906
36005003500,36,005,003500,1400000US36005003500,3948,29,26541,868,52.5,NA,72006.42670328509
36047035500,36,047,035500,1400000US36047035500,5620,33,39850,1167,68.1,NA,105165.39910987804
36047037402,36,047,037402,1400000US36047037402,4668,42,30449,1044,29.8,1951,40099.98070965645
36005025400,36,005,025400,1400000US36005025400,2200,36,50238,1295,45.1,1945,33532.48275699725
36047022700,36,047,022700,1400000US36047022700,3725,34,53363,1337,77.8,NA,40081.86663896967
36081015600,36,081,015600,1400000US36081015600,3104,35,50391,1567,49.8,NA,38378.25217208654
36081041300,36,081,041300,1400000US36081041300,4822,30,50745,1559,36.1,1946,78644.61490409441
36081088400,36,081,088400,1400000US36081088400,7279,45,76420,1404,21.6,1956,12101.116268142827
36085017009,36,085,017009,1400000US36085017009,4405,42,91000,1613,6.6,1979,10615.712345005853
36005014400,36,005,014400,1400000US36005014400,6049,27,19418,592,6.8,1959,39480.96721939419
36061012500,36,061,012500,1400000US36061012500,2483,31,150682,3457,6.2,1995,36905.76462959031
36081018900,36,081,018900,1400000US36081018900,3470,38,55756,1364,29.1,1949,41281.43954948623
36061006800,36,061,006800,1400000US36061006800,7413,28,109526,2033,34.5,1958,110062.20395200724
36061019702,36,061,019702,1400000US36061019702,2127,36,63135,1420,36.2,1957,116231.4219765381
36061030700,36,061,030700,1400000US36061030700,3495,43,71250,1408,51.7,NA,107284.33000687417
36081003000,36,081,003000,1400000US36081003000,1587,34,41071,1474,62.8,NA,36442.15760262435
36081011500,36,081,011500,1400000US36081011500,2356,31,63519,1553,40.7,1946,32884.482714392725
36081028200,36,081,028200,1400000US36081028200,1703,40,70523,1676,37.9,1945,24172.199373054496
36081040200,36,081,040200,1400000US36081040200,1617,40,81607,1725,45,1947,19183.602348931807
36081061200,36,081,061200,1400000US36081061200,1528,51,104500,2011,8,1946,15076.426551261735
36081093401,36,081,093401,1400000US36081093401,3809,43,81939,1564,50.1,1945,18201.292399203703
36085027302,36,085,027302,1400000US36085027302,3355,44,91023,1573,6.7,1973,8509.45185222906
36047084600,36,047,084600,1400000US36047084600,1704,45,48182,1392,38.2,1943,26501.76876238516
36081013500,36,081,013500,1400000US36081013500,1696,40,56128,1369,21.1,1955,32356.248972436246
36081109700,36,081,109700,1400000US36081109700,1633,42,100089,1930,41.4,1947,9501.222973033688
36047046202,36,047,046202,1400000US36047046202,2191,26,56818,1601,54.3,NA,32040.334865337925
36081047500,36,081,047500,1400000US36081047500,4570,36,54130,1444,18.2,1962,42157.275006767246
36047058000,36,047,058000,1400000US36047058000,3999,37,40675,1278,37.1,1948,65288.05297495604
36081073100,36,081,073100,1400000US36081073100,1501,41,110500,1655,60.4,NA,20477.82635124814
36081060600,36,081,060600,1400000US36081060600,1393,42,83452,1886,26.7,1946,16757.641962693222
36047084800,36,047,084800,1400000US36047084800,1609,41,52232,1697,43.7,1942,30307.127838140535
36081091800,36,081,091800,1400000US36081091800,8,NA,NA,NA,0,NA,18.38732475609172
36047116000,36,047,116000,1400000US36047116000,2139,38,26745,851,19.9,1983,36588.32295560516
36085009602,36,085,009602,1400000US36085009602,3462,39,76212,1516,28.4,1960,14518.241361387942
36085012200,36,085,012200,1400000US36085012200,3714,40,91563,1348,47.8,1941,11620.048310485956
36061002602,36,061,002602,1400000US36061002602,4266,38,70037,1171,53.7,NA,106554.88184237936
36081004002,36,081,004002,1400000US36081004002,1551,34,54931,1396,58.4,NA,31046.467535880176
36081067900,36,081,067900,1400000US36081067900,3772,53,44861,1215,13.3,1954,38521.33675589781
36061002601,36,061,002601,1400000US36061002601,4087,38,43854,948,35.6,1968,99816.88266523334
36061011800,36,061,011800,1400000US36061011800,9296,37,125588,2191,24.4,1962,136204.11187545257
36061015400,36,061,015400,1400000US36061015400,14693,38,80803,1813,21.3,1973,214548.5659098725
36005016400,36,005,016400,1400000US36005016400,885,49,60682,1292,61.4,NA,13927.374132630122
36005026900,36,005,026900,1400000US36005026900,3862,34,33365,992,35.4,1948,26044.534392209447
36047005201,36,047,005201,1400000US36047005201,1722,57,29531,1009,22.7,1963,33363.450500456325
36047021800,36,047,021800,1400000US36047021800,4389,21,35721,1400,70.2,NA,72027.98968445064
36047006400,36,047,006400,1400000US36047006400,3244,45,64214,1246,63,NA,41352.9209749183
36047012200,36,047,012200,1400000US36047012200,5697,30,36250,1259,53.4,NA,81223.60680608386
36047022800,36,047,022800,1400000US36047022800,3367,22,30913,1382,68.8,NA,52102.128754339115
36081008300,36,081,008300,1400000US36081008300,3527,31,46190,1445,29.6,1955,47742.15093708516
36047015300,36,047,015300,1400000US36047015300,2961,37,115000,1950,90.7,NA,50964.29665663191
36047041800,36,047,041800,1400000US36047041800,2314,29,33056,1302,57,NA,36473.59817912936
36047046800,36,047,046800,1400000US36047046800,2326,17,34063,1873,41.9,1960,21022.2043835865
36081053900,36,081,053900,1400000US36081053900,4338,33,60833,1521,60.1,NA,18584.98683958051
36047061002,36,047,061002,1400000US36047061002,4282,45,68750,1392,13.5,1970,48850.04764170058
36047026700,36,047,026700,1400000US36047026700,3531,38,41458,1241,80,NA,57314.69665709881
36047041402,36,047,041402,1400000US36047041402,1611,42,28884,1169,61.5,NA,27024.823943935648
36047058600,36,047,058600,1400000US36047058600,2658,37,56797,1225,41.9,1942,42119.294588393655
36047098600,36,047,098600,1400000US36047098600,3362,37,69375,1502,9.9,1962,55827.940168364636
36061009100,36,061,009100,1400000US36061009100,6665,39,111505,2201,52.8,NA,96383.95535430124
36061021000,36,061,021000,1400000US36061021000,7084,32,29811,789,7.3,1949,90063.98609829371
36061027900,36,061,027900,1400000US36061027900,11069,33,48242,1280,66.8,NA,159258.37118430337
36081018102,36,081,018102,1400000US36081018102,3755,38,50750,1446,51.7,NA,100723.99088602352
